     # analyt      conj_grad  pre_conj_grad
      -0.004385    -0.00442915    -0.00442915
       -0.00354    -0.00357641    -0.00357641
       -0.00256    -0.00257225    -0.00257225
      -0.001384     -0.0013903     -0.0013903
      -0.001394    -0.00139915    -0.00139915
      -0.002579    -0.00258984    -0.00258984
      -0.003567    -0.00360255    -0.00360255
      -0.004421    -0.00446356    -0.00446356
      -0.005152    -0.00519509    -0.00519509
      -0.005764    -0.00581656    -0.00581656
      -0.006288      -0.006344      -0.006344
       -0.00674    -0.00679181    -0.00679181
      -0.007117    -0.00717152    -0.00717152
      -0.007438    -0.00749371    -0.00749371
      -0.007716    -0.00776678    -0.00776678
      -0.007948    -0.00799821    -0.00799821
      -0.008143    -0.00819446    -0.00819446
      -0.008313    -0.00836051    -0.00836051
      -0.008457    -0.00850133    -0.00850133
      -0.008575    -0.00862054    -0.00862054
      -0.008679    -0.00872138    -0.00872138
      -0.008767    -0.00880673    -0.00880673
      -0.008839     -0.0088791     -0.0088791
      -0.008901    -0.00894041    -0.00894041
      -0.008955     -0.0089919     -0.0089919
      -0.008998    -0.00903535    -0.00903535
      -0.009034    -0.00907219    -0.00907219
      -0.009067    -0.00910317    -0.00910317
      -0.009093      -0.009129      -0.009129
      -0.009112    -0.00915033    -0.00915033
      -0.009131    -0.00916833    -0.00916833
      -0.009145    -0.00918233    -0.00918233
      -0.009154    -0.00919378    -0.00919378
      -0.009162    -0.00920242    -0.00920242
      -0.009169    -0.00920803    -0.00920803
      -0.009169    -0.00921068    -0.00921068
      -0.009169    -0.00921068    -0.00921068
      -0.009169    -0.00920803    -0.00920803
      -0.009162    -0.00920242    -0.00920242
      -0.009154    -0.00919378    -0.00919378
      -0.009145    -0.00918233    -0.00918233
      -0.009131    -0.00916833    -0.00916833
      -0.009112    -0.00915033    -0.00915033
      -0.009093      -0.009129      -0.009129
      -0.009067    -0.00910317    -0.00910317
      -0.009034    -0.00907219    -0.00907219
      -0.008998    -0.00903535    -0.00903535
      -0.008955     -0.0089919     -0.0089919
      -0.008901    -0.00894041    -0.00894041
      -0.008839     -0.0088791     -0.0088791
      -0.008767    -0.00880673    -0.00880673
      -0.008679    -0.00872138    -0.00872138
      -0.008575    -0.00862054    -0.00862054
      -0.008457    -0.00850133    -0.00850133
      -0.008313    -0.00836051    -0.00836051
      -0.008143    -0.00819446    -0.00819446
      -0.007948    -0.00799821    -0.00799821
      -0.007716    -0.00776678    -0.00776678
      -0.007438    -0.00749371    -0.00749371
      -0.007117    -0.00717152    -0.00717152
       -0.00674    -0.00679181    -0.00679181
      -0.006288      -0.006344      -0.006344
      -0.005764    -0.00581656    -0.00581656
      -0.005152    -0.00519509    -0.00519509
      -0.004421    -0.00446356    -0.00446356
      -0.003567    -0.00360255    -0.00360255
      -0.002579    -0.00258984    -0.00258984
      -0.001394    -0.00139915    -0.00139915
      -0.001403     -0.0014065     -0.0014065
      -0.002596    -0.00260446    -0.00260446
      -0.003591    -0.00362431    -0.00362431
      -0.004451     -0.0044922     -0.0044922
      -0.005189    -0.00523037    -0.00523037
      -0.005808     -0.0058581     -0.0058581
      -0.006338    -0.00639146    -0.00639146
      -0.006795    -0.00684482    -0.00684482
      -0.007178    -0.00722959    -0.00722959
      -0.007503    -0.00755657    -0.00755657
      -0.007785    -0.00783382    -0.00783382
      -0.008022    -0.00806926    -0.00806926
      -0.008221    -0.00826898    -0.00826898
      -0.008394    -0.00843818    -0.00843818
       -0.00854    -0.00858199    -0.00858199
      -0.008661    -0.00870356    -0.00870356
      -0.008767    -0.00880673    -0.00880673
      -0.008857    -0.00889426    -0.00889426
      -0.008931    -0.00896821    -0.00896821
      -0.008994    -0.00903079    -0.00903079
       -0.00905    -0.00908354    -0.00908354
      -0.009094    -0.00912837    -0.00912837
      -0.009132    -0.00916639    -0.00916639
      -0.009165    -0.00919779    -0.00919779
      -0.009191    -0.00922397    -0.00922397
      -0.009212    -0.00924661    -0.00924661
      -0.009231    -0.00926441    -0.00926441
      -0.009246    -0.00927888    -0.00927888
      -0.009255    -0.00929033    -0.00929033
      -0.009263    -0.00929897    -0.00929897
       -0.00927    -0.00930458    -0.00930458
      -0.009271    -0.00930722    -0.00930722
      -0.009271    -0.00930722    -0.00930722
       -0.00927    -0.00930458    -0.00930458
      -0.009263    -0.00929897    -0.00929897
      -0.009255    -0.00929033    -0.00929033
      -0.009246    -0.00927888    -0.00927888
      -0.009231    -0.00926441    -0.00926441
      -0.009212    -0.00924661    -0.00924661
      -0.009191    -0.00922397    -0.00922397
      -0.009165    -0.00919779    -0.00919779
      -0.009132    -0.00916639    -0.00916639
      -0.009094    -0.00912837    -0.00912837
       -0.00905    -0.00908354    -0.00908354
      -0.008994    -0.00903079    -0.00903079
      -0.008931    -0.00896821    -0.00896821
      -0.008857    -0.00889426    -0.00889426
      -0.008767    -0.00880673    -0.00880673
      -0.008661    -0.00870356    -0.00870356
       -0.00854    -0.00858199    -0.00858199
      -0.008394    -0.00843818    -0.00843818
      -0.008221    -0.00826898    -0.00826898
      -0.008022    -0.00806926    -0.00806926
      -0.007785    -0.00783382    -0.00783382
      -0.007503    -0.00755657    -0.00755657
      -0.007178    -0.00722959    -0.00722959
      -0.006795    -0.00684482    -0.00684482
      -0.006338    -0.00639146    -0.00639146
      -0.005808     -0.0058581     -0.0058581
      -0.005189    -0.00523037    -0.00523037
      -0.004451     -0.0044922     -0.0044922
      -0.003591    -0.00362431    -0.00362431
      -0.002596    -0.00260446    -0.00260446
      -0.001403     -0.0014065     -0.0014065
      -0.001407    -0.00141261    -0.00141261
      -0.002606    -0.00261659    -0.00261659
      -0.003607    -0.00364239    -0.00364239
      -0.004473      -0.004516      -0.004516
      -0.005217    -0.00525975    -0.00525975
      -0.005841     -0.0058927     -0.0058927
      -0.006376    -0.00643113    -0.00643113
      -0.006838    -0.00688911    -0.00688911
      -0.007225    -0.00727829    -0.00727829
      -0.007555    -0.00760931    -0.00760931
      -0.007841    -0.00789022    -0.00789022
      -0.008081    -0.00812917    -0.00812917
      -0.008283    -0.00833181    -0.00833181
      -0.008459    -0.00850389    -0.00850389
      -0.008607    -0.00865015    -0.00865015
      -0.008731    -0.00877378    -0.00877378
      -0.008839     -0.0088791     -0.0088791
      -0.008931    -0.00896821    -0.00896821
      -0.009006    -0.00904344    -0.00904344
      -0.009071    -0.00910756    -0.00910756
      -0.009128    -0.00916171    -0.00916171
      -0.009173    -0.00920745    -0.00920745
      -0.009211    -0.00924591    -0.00924591
      -0.009246    -0.00927798    -0.00927798
      -0.009272     -0.0093054     -0.0093054
      -0.009293    -0.00932772    -0.00932772
      -0.009313    -0.00934623    -0.00934623
      -0.009328     -0.0093607     -0.0093607
      -0.009337    -0.00937215    -0.00937215
      -0.009346     -0.0093808     -0.0093808
      -0.009353     -0.0093864     -0.0093864
      -0.009354    -0.00938905    -0.00938905
      -0.009354    -0.00938905    -0.00938905
      -0.009353     -0.0093864     -0.0093864
      -0.009346     -0.0093808     -0.0093808
      -0.009337    -0.00937215    -0.00937215
      -0.009328     -0.0093607     -0.0093607
      -0.009313    -0.00934623    -0.00934623
      -0.009293    -0.00932772    -0.00932772
      -0.009272     -0.0093054     -0.0093054
      -0.009246    -0.00927798    -0.00927798
      -0.009211    -0.00924591    -0.00924591
      -0.009173    -0.00920745    -0.00920745
      -0.009128    -0.00916171    -0.00916171
      -0.009071    -0.00910756    -0.00910756
      -0.009006    -0.00904344    -0.00904344
      -0.008931    -0.00896821    -0.00896821
      -0.008839     -0.0088791     -0.0088791
      -0.008731    -0.00877378    -0.00877378
      -0.008607    -0.00865015    -0.00865015
      -0.008459    -0.00850389    -0.00850389
      -0.008283    -0.00833181    -0.00833181
      -0.008081    -0.00812917    -0.00812917
      -0.007841    -0.00789022    -0.00789022
      -0.007555    -0.00760931    -0.00760931
      -0.007225    -0.00727829    -0.00727829
      -0.006838    -0.00688911    -0.00688911
      -0.006376    -0.00643113    -0.00643113
      -0.005841     -0.0058927     -0.0058927
      -0.005217    -0.00525975    -0.00525975
      -0.004473      -0.004516      -0.004516
      -0.003607    -0.00364239    -0.00364239
      -0.002606    -0.00261659    -0.00261659
      -0.001407    -0.00141261    -0.00141261
      -0.001413    -0.00141774    -0.00141774
      -0.002616    -0.00262679    -0.00262679
      -0.003622    -0.00365758    -0.00365758
      -0.004494    -0.00453602    -0.00453602
      -0.005242    -0.00528448    -0.00528448
       -0.00587    -0.00592185    -0.00592185
       -0.00641    -0.00646457    -0.00646457
      -0.006876    -0.00692645    -0.00692645
      -0.007267    -0.00731943    -0.00731943
        -0.0076    -0.00765379    -0.00765379
      -0.007889     -0.0079379     -0.0079379
      -0.008132    -0.00817972    -0.00817972
      -0.008336    -0.00838488    -0.00838488
      -0.008515    -0.00855947    -0.00855947
      -0.008666    -0.00870767    -0.00870767
      -0.008791    -0.00883329    -0.00883329
      -0.008901    -0.00894041    -0.00894041
      -0.008994    -0.00903079    -0.00903079
      -0.009071    -0.00910756    -0.00910756
      -0.009137    -0.00917305    -0.00917305
      -0.009195    -0.00922789    -0.00922789
      -0.009241    -0.00927418    -0.00927418
       -0.00928    -0.00931365    -0.00931365
      -0.009315    -0.00934677    -0.00934677
      -0.009343    -0.00937374    -0.00937374
      -0.009364    -0.00939704    -0.00939704
      -0.009384    -0.00941554    -0.00941554
      -0.009399    -0.00943001    -0.00943001
      -0.009409    -0.00944146    -0.00944146
      -0.009418    -0.00945011    -0.00945011
      -0.009425    -0.00945572    -0.00945572
      -0.009426    -0.00945836    -0.00945836
      -0.009426    -0.00945836    -0.00945836
      -0.009425    -0.00945572    -0.00945572
      -0.009418    -0.00945011    -0.00945011
      -0.009409    -0.00944146    -0.00944146
      -0.009399    -0.00943001    -0.00943001
      -0.009384    -0.00941554    -0.00941554
      -0.009364    -0.00939704    -0.00939704
      -0.009343    -0.00937374    -0.00937374
      -0.009315    -0.00934677    -0.00934677
       -0.00928    -0.00931365    -0.00931365
      -0.009241    -0.00927418    -0.00927418
      -0.009195    -0.00922789    -0.00922789
      -0.009137    -0.00917305    -0.00917305
      -0.009071    -0.00910756    -0.00910756
      -0.008994    -0.00903079    -0.00903079
      -0.008901    -0.00894041    -0.00894041
      -0.008791    -0.00883329    -0.00883329
      -0.008666    -0.00870767    -0.00870767
      -0.008515    -0.00855947    -0.00855947
      -0.008336    -0.00838488    -0.00838488
      -0.008132    -0.00817972    -0.00817972
      -0.007889     -0.0079379     -0.0079379
        -0.0076    -0.00765379    -0.00765379
      -0.007267    -0.00731943    -0.00731943
      -0.006876    -0.00692645    -0.00692645
       -0.00641    -0.00646457    -0.00646457
       -0.00587    -0.00592185    -0.00592185
      -0.005242    -0.00528448    -0.00528448
      -0.004494    -0.00453602    -0.00453602
      -0.003622    -0.00365758    -0.00365758
      -0.002616    -0.00262679    -0.00262679
      -0.001413    -0.00141774    -0.00141774
      -0.001418    -0.00142198    -0.00142198
      -0.002627    -0.00263526    -0.00263526
      -0.003637    -0.00367016    -0.00367016
      -0.004512    -0.00455265    -0.00455265
      -0.005264    -0.00530496    -0.00530496
      -0.005897    -0.00594607    -0.00594607
       -0.00644    -0.00649231    -0.00649231
      -0.006909    -0.00695748    -0.00695748
      -0.007303    -0.00735363    -0.00735363
      -0.007639    -0.00769077    -0.00769077
      -0.007931     -0.0079777     -0.0079777
      -0.008176    -0.00822184    -0.00822184
      -0.008384    -0.00842935    -0.00842935
      -0.008564    -0.00860602    -0.00860602
      -0.008717    -0.00875595    -0.00875595
      -0.008844    -0.00888347    -0.00888347
      -0.008955     -0.0089919     -0.0089919
       -0.00905    -0.00908354    -0.00908354
      -0.009128    -0.00916171    -0.00916171
      -0.009195    -0.00922789    -0.00922789
      -0.009254    -0.00928335    -0.00928335
      -0.009301    -0.00933086    -0.00933086
      -0.009341    -0.00937118    -0.00937118
      -0.009376    -0.00940374    -0.00940374
      -0.009404    -0.00943193    -0.00943193
      -0.009426    -0.00945523    -0.00945523
      -0.009447    -0.00947374    -0.00947374
      -0.009462    -0.00948821    -0.00948821
      -0.009472    -0.00949966    -0.00949966
      -0.009481     -0.0095083     -0.0095083
      -0.009488    -0.00951391    -0.00951391
      -0.009489    -0.00951655    -0.00951655
      -0.009489    -0.00951655    -0.00951655
      -0.009488    -0.00951391    -0.00951391
      -0.009481     -0.0095083     -0.0095083
      -0.009472    -0.00949966    -0.00949966
      -0.009462    -0.00948821    -0.00948821
      -0.009447    -0.00947374    -0.00947374
      -0.009426    -0.00945523    -0.00945523
      -0.009404    -0.00943193    -0.00943193
      -0.009376    -0.00940374    -0.00940374
      -0.009341    -0.00937118    -0.00937118
      -0.009301    -0.00933086    -0.00933086
      -0.009254    -0.00928335    -0.00928335
      -0.009195    -0.00922789    -0.00922789
      -0.009128    -0.00916171    -0.00916171
       -0.00905    -0.00908354    -0.00908354
      -0.008955     -0.0089919     -0.0089919
      -0.008844    -0.00888347    -0.00888347
      -0.008717    -0.00875595    -0.00875595
      -0.008564    -0.00860602    -0.00860602
      -0.008384    -0.00842935    -0.00842935
      -0.008176    -0.00822184    -0.00822184
      -0.007931     -0.0079777     -0.0079777
      -0.007639    -0.00769077    -0.00769077
      -0.007303    -0.00735363    -0.00735363
      -0.006909    -0.00695748    -0.00695748
       -0.00644    -0.00649231    -0.00649231
      -0.005897    -0.00594607    -0.00594607
      -0.005264    -0.00530496    -0.00530496
      -0.004512    -0.00455265    -0.00455265
      -0.003637    -0.00367016    -0.00367016
      -0.002627    -0.00263526    -0.00263526
      -0.001418    -0.00142198    -0.00142198
      -0.001421    -0.00142551    -0.00142551
      -0.002633    -0.00264232    -0.00264232
      -0.003646    -0.00368065    -0.00368065
      -0.004525    -0.00456655    -0.00456655
      -0.005281    -0.00532207    -0.00532207
      -0.005916    -0.00596638    -0.00596638
      -0.006462    -0.00651553    -0.00651553
      -0.006934    -0.00698363    -0.00698363
      -0.007331    -0.00738239    -0.00738239
       -0.00767    -0.00772205    -0.00772205
      -0.007964    -0.00801133    -0.00801133
      -0.008211    -0.00825749    -0.00825749
       -0.00842    -0.00846712    -0.00846712
      -0.008603    -0.00864536    -0.00864536
      -0.008757    -0.00879696    -0.00879696
      -0.008886    -0.00892593    -0.00892593
      -0.008998    -0.00903535    -0.00903535
      -0.009094    -0.00912837    -0.00912837
      -0.009173    -0.00920745    -0.00920745
      -0.009241    -0.00927418    -0.00927418
      -0.009301    -0.00933086    -0.00933086
      -0.009349    -0.00937914    -0.00937914
      -0.009389    -0.00941885    -0.00941885
      -0.009425     -0.0094528     -0.0094528
      -0.009454    -0.00948099    -0.00948099
      -0.009476    -0.00950429    -0.00950429
      -0.009497    -0.00952279    -0.00952279
      -0.009512    -0.00953726    -0.00953726
      -0.009523    -0.00954871    -0.00954871
      -0.009532    -0.00955736    -0.00955736
      -0.009539    -0.00956297    -0.00956297
       -0.00954    -0.00956561    -0.00956561
       -0.00954    -0.00956561    -0.00956561
      -0.009539    -0.00956297    -0.00956297
      -0.009532    -0.00955736    -0.00955736
      -0.009523    -0.00954871    -0.00954871
      -0.009512    -0.00953726    -0.00953726
      -0.009497    -0.00952279    -0.00952279
      -0.009476    -0.00950429    -0.00950429
      -0.009454    -0.00948099    -0.00948099
      -0.009425     -0.0094528     -0.0094528
      -0.009389    -0.00941885    -0.00941885
      -0.009349    -0.00937914    -0.00937914
      -0.009301    -0.00933086    -0.00933086
      -0.009241    -0.00927418    -0.00927418
      -0.009173    -0.00920745    -0.00920745
      -0.009094    -0.00912837    -0.00912837
      -0.008998    -0.00903535    -0.00903535
      -0.008886    -0.00892593    -0.00892593
      -0.008757    -0.00879696    -0.00879696
      -0.008603    -0.00864536    -0.00864536
       -0.00842    -0.00846712    -0.00846712
      -0.008211    -0.00825749    -0.00825749
      -0.007964    -0.00801133    -0.00801133
       -0.00767    -0.00772205    -0.00772205
      -0.007331    -0.00738239    -0.00738239
      -0.006934    -0.00698363    -0.00698363
      -0.006462    -0.00651553    -0.00651553
      -0.005916    -0.00596638    -0.00596638
      -0.005281    -0.00532207    -0.00532207
      -0.004525    -0.00456655    -0.00456655
      -0.003646    -0.00368065    -0.00368065
      -0.002633    -0.00264232    -0.00264232
      -0.001421    -0.00142551    -0.00142551
      -0.001423    -0.00142851    -0.00142851
      -0.002638    -0.00264829    -0.00264829
      -0.003654    -0.00368954    -0.00368954
      -0.004536    -0.00457831    -0.00457831
      -0.005294    -0.00533658    -0.00533658
      -0.005932    -0.00598359    -0.00598359
      -0.006481    -0.00653521    -0.00653521
      -0.006955    -0.00700579    -0.00700579
      -0.007354    -0.00740667    -0.00740667
      -0.007695    -0.00774856    -0.00774856
      -0.007991    -0.00803964    -0.00803964
      -0.008241    -0.00828765    -0.00828765
      -0.008451     -0.0084989     -0.0084989
      -0.008635    -0.00867846    -0.00867846
      -0.008791    -0.00883163    -0.00883163
      -0.008921    -0.00896157    -0.00896157
      -0.009034    -0.00907219    -0.00907219
      -0.009132    -0.00916639    -0.00916639
      -0.009211    -0.00924591    -0.00924591
       -0.00928    -0.00931365    -0.00931365
      -0.009341    -0.00937118    -0.00937118
      -0.009389    -0.00941885    -0.00941885
       -0.00943       -0.00946       -0.00946
      -0.009467    -0.00949396    -0.00949396
      -0.009495    -0.00952215    -0.00952215
      -0.009518    -0.00954544    -0.00954544
      -0.009539    -0.00956395    -0.00956395
      -0.009555    -0.00957842    -0.00957842
      -0.009565    -0.00958987    -0.00958987
      -0.009575    -0.00959852    -0.00959852
      -0.009582    -0.00960412    -0.00960412
      -0.009583    -0.00960677    -0.00960677
      -0.009583    -0.00960677    -0.00960677
      -0.009582    -0.00960412    -0.00960412
      -0.009575    -0.00959852    -0.00959852
      -0.009565    -0.00958987    -0.00958987
      -0.009555    -0.00957842    -0.00957842
      -0.009539    -0.00956395    -0.00956395
      -0.009518    -0.00954544    -0.00954544
      -0.009495    -0.00952215    -0.00952215
      -0.009467    -0.00949396    -0.00949396
       -0.00943       -0.00946       -0.00946
      -0.009389    -0.00941885    -0.00941885
      -0.009341    -0.00937118    -0.00937118
       -0.00928    -0.00931365    -0.00931365
      -0.009211    -0.00924591    -0.00924591
      -0.009132    -0.00916639    -0.00916639
      -0.009034    -0.00907219    -0.00907219
      -0.008921    -0.00896157    -0.00896157
      -0.008791    -0.00883163    -0.00883163
      -0.008635    -0.00867846    -0.00867846
      -0.008451     -0.0084989     -0.0084989
      -0.008241    -0.00828765    -0.00828765
      -0.007991    -0.00803964    -0.00803964
      -0.007695    -0.00774856    -0.00774856
      -0.007354    -0.00740667    -0.00740667
      -0.006955    -0.00700579    -0.00700579
      -0.006481    -0.00653521    -0.00653521
      -0.005932    -0.00598359    -0.00598359
      -0.005294    -0.00533658    -0.00533658
      -0.004536    -0.00457831    -0.00457831
      -0.003654    -0.00368954    -0.00368954
      -0.002638    -0.00264829    -0.00264829
      -0.001423    -0.00142851    -0.00142851
      -0.001427    -0.00143099    -0.00143099
      -0.002645    -0.00265319    -0.00265319
      -0.003664    -0.00369689    -0.00369689
      -0.004547    -0.00458795    -0.00458795
      -0.005308    -0.00534855    -0.00534855
      -0.005948    -0.00599767    -0.00599767
      -0.006499    -0.00655144    -0.00655144
      -0.006975    -0.00702395    -0.00702395
      -0.007376    -0.00742669    -0.00742669
      -0.007719    -0.00777037    -0.00777037
      -0.008017    -0.00806295    -0.00806295
      -0.008267    -0.00831266    -0.00831266
       -0.00848     -0.0085251     -0.0085251
      -0.008665    -0.00870612    -0.00870612
      -0.008822    -0.00886045    -0.00886045
      -0.008953    -0.00899128    -0.00899128
      -0.009067    -0.00910317    -0.00910317
      -0.009165    -0.00919779    -0.00919779
      -0.009246    -0.00927798    -0.00927798
      -0.009315    -0.00934677    -0.00934677
      -0.009376    -0.00940374    -0.00940374
      -0.009425     -0.0094528     -0.0094528
      -0.009467    -0.00949396    -0.00949396
      -0.009504    -0.00952791    -0.00952791
      -0.009533     -0.0095561     -0.0095561
      -0.009556     -0.0095794     -0.0095794
      -0.009577     -0.0095979     -0.0095979
      -0.009593    -0.00961237    -0.00961237
      -0.009604    -0.00962383    -0.00962383
      -0.009614    -0.00963247    -0.00963247
       -0.00962    -0.00963808    -0.00963808
      -0.009622    -0.00964072    -0.00964072
      -0.009622    -0.00964072    -0.00964072
       -0.00962    -0.00963808    -0.00963808
      -0.009614    -0.00963247    -0.00963247
      -0.009604    -0.00962383    -0.00962383
      -0.009593    -0.00961237    -0.00961237
      -0.009577     -0.0095979     -0.0095979
      -0.009556     -0.0095794     -0.0095794
      -0.009533     -0.0095561     -0.0095561
      -0.009504    -0.00952791    -0.00952791
      -0.009467    -0.00949396    -0.00949396
      -0.009425     -0.0094528     -0.0094528
      -0.009376    -0.00940374    -0.00940374
      -0.009315    -0.00934677    -0.00934677
      -0.009246    -0.00927798    -0.00927798
      -0.009165    -0.00919779    -0.00919779
      -0.009067    -0.00910317    -0.00910317
      -0.008953    -0.00899128    -0.00899128
      -0.008822    -0.00886045    -0.00886045
      -0.008665    -0.00870612    -0.00870612
       -0.00848     -0.0085251     -0.0085251
      -0.008267    -0.00831266    -0.00831266
      -0.008017    -0.00806295    -0.00806295
      -0.007719    -0.00777037    -0.00777037
      -0.007376    -0.00742669    -0.00742669
      -0.006975    -0.00702395    -0.00702395
      -0.006499    -0.00655144    -0.00655144
      -0.005948    -0.00599767    -0.00599767
      -0.005308    -0.00534855    -0.00534855
      -0.004547    -0.00458795    -0.00458795
      -0.003664    -0.00369689    -0.00369689
      -0.002645    -0.00265319    -0.00265319
      -0.001427    -0.00143099    -0.00143099
      -0.001429    -0.00143303    -0.00143303
      -0.002648    -0.00265725    -0.00265725
      -0.003669    -0.00370296    -0.00370296
      -0.004555    -0.00459596    -0.00459596
      -0.005317    -0.00535851    -0.00535851
      -0.005959     -0.0060094     -0.0060094
      -0.006512    -0.00656504    -0.00656504
       -0.00699    -0.00703911    -0.00703911
      -0.007393     -0.0074436     -0.0074436
      -0.007737    -0.00778865    -0.00778865
      -0.008036    -0.00808277    -0.00808277
      -0.008288    -0.00833375    -0.00833375
      -0.008501    -0.00854731    -0.00854731
      -0.008688    -0.00872963    -0.00872963
      -0.008846    -0.00888458    -0.00888458
      -0.008977    -0.00901653    -0.00901653
      -0.009093      -0.009129      -0.009129
      -0.009191    -0.00922397    -0.00922397
      -0.009272     -0.0093054     -0.0093054
      -0.009343    -0.00937374    -0.00937374
      -0.009404    -0.00943193    -0.00943193
      -0.009454    -0.00948099    -0.00948099
      -0.009495    -0.00952215    -0.00952215
      -0.009533     -0.0095561     -0.0095561
      -0.009562    -0.00958429    -0.00958429
      -0.009586    -0.00960759    -0.00960759
      -0.009607    -0.00962609    -0.00962609
      -0.009623    -0.00964056    -0.00964056
      -0.009634    -0.00965201    -0.00965201
      -0.009644    -0.00966066    -0.00966066
      -0.009651    -0.00966627    -0.00966627
      -0.009652    -0.00966891    -0.00966891
      -0.009652    -0.00966891    -0.00966891
      -0.009651    -0.00966627    -0.00966627
      -0.009644    -0.00966066    -0.00966066
      -0.009634    -0.00965201    -0.00965201
      -0.009623    -0.00964056    -0.00964056
      -0.009607    -0.00962609    -0.00962609
      -0.009586    -0.00960759    -0.00960759
      -0.009562    -0.00958429    -0.00958429
      -0.009533     -0.0095561     -0.0095561
      -0.009495    -0.00952215    -0.00952215
      -0.009454    -0.00948099    -0.00948099
      -0.009404    -0.00943193    -0.00943193
      -0.009343    -0.00937374    -0.00937374
      -0.009272     -0.0093054     -0.0093054
      -0.009191    -0.00922397    -0.00922397
      -0.009093      -0.009129      -0.009129
      -0.008977    -0.00901653    -0.00901653
      -0.008846    -0.00888458    -0.00888458
      -0.008688    -0.00872963    -0.00872963
      -0.008501    -0.00854731    -0.00854731
      -0.008288    -0.00833375    -0.00833375
      -0.008036    -0.00808277    -0.00808277
      -0.007737    -0.00778865    -0.00778865
      -0.007393     -0.0074436     -0.0074436
       -0.00699    -0.00703911    -0.00703911
      -0.006512    -0.00656504    -0.00656504
      -0.005959     -0.0060094     -0.0060094
      -0.005317    -0.00535851    -0.00535851
      -0.004555    -0.00459596    -0.00459596
      -0.003669    -0.00370296    -0.00370296
      -0.002648    -0.00265725    -0.00265725
      -0.001429    -0.00143303    -0.00143303
       -0.00143    -0.00143477    -0.00143477
       -0.00265    -0.00266076    -0.00266076
      -0.003673    -0.00370815    -0.00370815
       -0.00456    -0.00460288    -0.00460288
      -0.005324      -0.005367      -0.005367
      -0.005968    -0.00601954    -0.00601954
      -0.006522    -0.00657664    -0.00657664
      -0.007001    -0.00705218    -0.00705218
      -0.007405    -0.00745804    -0.00745804
       -0.00775    -0.00780426    -0.00780426
       -0.00805     -0.0080997     -0.0080997
      -0.008303    -0.00835148    -0.00835148
      -0.008518    -0.00856626    -0.00856626
      -0.008705    -0.00874918    -0.00874918
      -0.008864    -0.00890495    -0.00890495
      -0.008996    -0.00903775    -0.00903775
      -0.009112    -0.00915033    -0.00915033
      -0.009212    -0.00924661    -0.00924661
      -0.009293    -0.00932772    -0.00932772
      -0.009364    -0.00939704    -0.00939704
      -0.009426    -0.00945523    -0.00945523
      -0.009476    -0.00950429    -0.00950429
      -0.009518    -0.00954544    -0.00954544
      -0.009556     -0.0095794     -0.0095794
      -0.009586    -0.00960759    -0.00960759
      -0.009609    -0.00963088    -0.00963088
      -0.009631    -0.00964939    -0.00964939
      -0.009647    -0.00966386    -0.00966386
      -0.009658    -0.00967531    -0.00967531
      -0.009668    -0.00968396    -0.00968396
      -0.009675    -0.00968956    -0.00968956
      -0.009676    -0.00969221    -0.00969221
      -0.009676    -0.00969221    -0.00969221
      -0.009675    -0.00968956    -0.00968956
      -0.009668    -0.00968396    -0.00968396
      -0.009658    -0.00967531    -0.00967531
      -0.009647    -0.00966386    -0.00966386
      -0.009631    -0.00964939    -0.00964939
      -0.009609    -0.00963088    -0.00963088
      -0.009586    -0.00960759    -0.00960759
      -0.009556     -0.0095794     -0.0095794
      -0.009518    -0.00954544    -0.00954544
      -0.009476    -0.00950429    -0.00950429
      -0.009426    -0.00945523    -0.00945523
      -0.009364    -0.00939704    -0.00939704
      -0.009293    -0.00932772    -0.00932772
      -0.009212    -0.00924661    -0.00924661
      -0.009112    -0.00915033    -0.00915033
      -0.008996    -0.00903775    -0.00903775
      -0.008864    -0.00890495    -0.00890495
      -0.008705    -0.00874918    -0.00874918
      -0.008518    -0.00856626    -0.00856626
      -0.008303    -0.00835148    -0.00835148
       -0.00805     -0.0080997     -0.0080997
       -0.00775    -0.00780426    -0.00780426
      -0.007405    -0.00745804    -0.00745804
      -0.007001    -0.00705218    -0.00705218
      -0.006522    -0.00657664    -0.00657664
      -0.005968    -0.00601954    -0.00601954
      -0.005324      -0.005367      -0.005367
       -0.00456    -0.00460288    -0.00460288
      -0.003673    -0.00370815    -0.00370815
       -0.00265    -0.00266076    -0.00266076
       -0.00143    -0.00143477    -0.00143477
      -0.001432    -0.00143622    -0.00143622
      -0.002654    -0.00266364    -0.00266364
      -0.003678    -0.00371242    -0.00371242
      -0.004567    -0.00460855    -0.00460855
      -0.005332    -0.00537395    -0.00537395
      -0.005977    -0.00602785    -0.00602785
      -0.006532    -0.00658604    -0.00658604
      -0.007012    -0.00706287    -0.00706287
      -0.007417    -0.00746961    -0.00746961
      -0.007764    -0.00781701    -0.00781701
      -0.008065    -0.00811318    -0.00811318
      -0.008319     -0.0083659     -0.0083659
      -0.008534    -0.00858147    -0.00858147
      -0.008722    -0.00876489    -0.00876489
      -0.008881    -0.00892173    -0.00892173
      -0.009014    -0.00905453    -0.00905453
      -0.009131    -0.00916833    -0.00916833
      -0.009231    -0.00926441    -0.00926441
      -0.009313    -0.00934623    -0.00934623
      -0.009384    -0.00941554    -0.00941554
      -0.009447    -0.00947374    -0.00947374
      -0.009497    -0.00952279    -0.00952279
